Country or Area,Year,Area,Sex,Age,Marital status,Record Type,Reliability,Source Year,Value,Value Footnotes
Mongolia,2010,Total,Both Sexes,20 - 24,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,103,
Mongolia,2010,Total,Both Sexes,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,155480,
Mongolia,2010,Total,Both Sexes,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,41276,
Mongolia,2010,Total,Both Sexes,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,96600,
Mongolia,2010,Total,Both Sexes,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1568,
Mongolia,2010,Total,Both Sexes,25 - 29,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1550,
Mongolia,2010,Total,Both Sexes,25 - 29,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,14070,
Mongolia,2010,Total,Both Sexes,25 - 29,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,416,
Mongolia,2010,Total,Both Sexes,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,145101,
Mongolia,2010,Total,Both Sexes,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,18763,
Mongolia,2010,Total,Both Sexes,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,105971,
Mongolia,2010,Total,Both Sexes,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,2750,
Mongolia,2010,Total,Both Sexes,30 - 34,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,2118,
Mongolia,2010,Total,Both Sexes,30 - 34,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,14482,
Mongolia,2010,Total,Both Sexes,30 - 34,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,1017,
Mongolia,2010,Total,Both Sexes,35 - 39,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,135112,
Mongolia,2010,Total,Both Sexes,35 - 39,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,10334,
Mongolia,2010,Total,Both Sexes,35 - 39,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,100609,
Mongolia,2010,Total,Both Sexes,35 - 39,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,3714,
Mongolia,2010,Total,Both Sexes,35 - 39,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,2374,
Mongolia,2010,Total,Both Sexes,35 - 39,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,15935,
Mongolia,2010,Total,Both Sexes,35 - 39,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,2146,
Mongolia,2010,Total,Both Sexes,40 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,120791,
Mongolia,2010,Total,Both Sexes,40 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,5898,
Mongolia,2010,Total,Both Sexes,40 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,90296,
Mongolia,2010,Total,Both Sexes,40 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,4245,
Mongolia,2010,Total,Both Sexes,40 - 44,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,2351,
Mongolia,2010,Total,Both Sexes,40 - 44,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,14005,
Mongolia,2010,Total,Both Sexes,40 - 44,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,3996,
Mongolia,2010,Total,Both Sexes,45 - 49,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,102704,
Mongolia,2010,Total,Both Sexes,45 - 49,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,3995,
Mongolia,2010,Total,Both Sexes,45 - 49,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,77883,
Mongolia,2010,Total,Both Sexes,45 - 49,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,3620,
Mongolia,2010,Total,Both Sexes,45 - 49,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1914,
Mongolia,2010,Total,Both Sexes,45 - 49,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,9286,
Mongolia,2010,Total,Both Sexes,45 - 49,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,6006,
Mongolia,2010,Total,Both Sexes,50 - 54,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,66417,
Mongolia,2010,Total,Both Sexes,50 - 54,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,1975,
Mongolia,2010,Total,Both Sexes,50 - 54,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,51162,
Mongolia,2010,Total,Both Sexes,50 - 54,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,2001,
Mongolia,2010,Total,Both Sexes,50 - 54,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1080,
Mongolia,2010,Total,Both Sexes,50 - 54,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,4441,
Mongolia,2010,Total,Both Sexes,50 - 54,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,5758,
Mongolia,2010,Total,Both Sexes,55 - 59,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,24974,
Mongolia,2010,Total,Both Sexes,55 - 59,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,616,
Mongolia,2010,Total,Both Sexes,55 - 59,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,19587,
Mongolia,2010,Total,Both Sexes,55 - 59,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,584,
Mongolia,2010,Total,Both Sexes,55 - 59,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,311,
Mongolia,2010,Total,Both Sexes,55 - 59,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,1410,
Mongolia,2010,Total,Both Sexes,55 - 59,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,2466,
Mongolia,2010,Total,Both Sexes,60 - 64,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,7328,
Mongolia,2010,Total,Both Sexes,60 - 64,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,149,
Mongolia,2010,Total,Both Sexes,60 - 64,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,5637,
Mongolia,2010,Total,Both Sexes,60 - 64,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,102,
Mongolia,2010,Total,Both Sexes,60 - 64,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,69,
Mongolia,2010,Total,Both Sexes,60 - 64,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,354,
Mongolia,2010,Total,Both Sexes,60 - 64,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,1017,
Mongolia,2010,Total,Both Sexes,65 - 69,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,3201,
Mongolia,2010,Total,Both Sexes,65 - 69,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,75,
Mongolia,2010,Total,Both Sexes,65 - 69,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,2377,
Mongolia,2010,Total,Both Sexes,65 - 69,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,30,
Mongolia,2010,Total,Both Sexes,65 - 69,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,15,
Mongolia,2010,Total,Both Sexes,65 - 69,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,128,
Mongolia,2010,Total,Both Sexes,65 - 69,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,576,
Mongolia,2010,Total,Both Sexes,70 - 74,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,1387,
Mongolia,2010,Total,Both Sexes,70 - 74,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,33,
Mongolia,2010,Total,Both Sexes,70 - 74,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,968,
Mongolia,2010,Total,Both Sexes,70 - 74,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,12,
Mongolia,2010,Total,Both Sexes,70 - 74,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,10,
Mongolia,2010,Total,Both Sexes,70 - 74,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,53,
Mongolia,2010,Total,Both Sexes,70 - 74,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,311,
Mongolia,2010,Total,Both Sexes,75 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,646,
Mongolia,2010,Total,Both Sexes,75 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,19,
Mongolia,2010,Total,Both Sexes,75 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,402,
Mongolia,2010,Total,Both Sexes,75 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1,
Mongolia,2010,Total,Both Sexes,75 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,7,
Mongolia,2010,Total,Both Sexes,75 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,21,
Mongolia,2010,Total,Both Sexes,75 +,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,196,
Mongolia,2010,Total,Male,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,18684,
Mongolia,2010,Total,Male,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,18051,
Mongolia,2010,Total,Male,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,253,
Mongolia,2010,Total,Male,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1,
Mongolia,2010,Total,Male,15 - 19,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,18,
Mongolia,2010,Total,Male,15 - 19,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,361,
Mongolia,2010,Total,Male,15 - 19,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,0,
Mongolia,2010,Total,Male,15 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,495101,
Mongolia,2010,Total,Male,15 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,110515,
Mongolia,2010,Total,Male,15 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,321373,
Mongolia,2010,Total,Male,15 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,6972,
Mongolia,2010,Total,Male,15 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,4932,
Mongolia,2010,Total,Male,15 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,46566,
Mongolia,2010,Total,Male,15 +,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,4743,
Mongolia,2010,Total,Male,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,72729,
Mongolia,2010,Total,Male,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,46040,
Mongolia,2010,Total,Male,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,19813,
Mongolia,2010,Total,Male,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,125,
Mongolia,2010,Total,Male,20 - 24,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,234,
Mongolia,2010,Total,Male,20 - 24,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,6498,
Mongolia,2010,Total,Male,20 - 24,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,19,
Mongolia,2010,Total,Male,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,86026,
Mongolia,2010,Total,Male,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,24547,
Mongolia,2010,Total,Male,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,52176,
Mongolia,2010,Total,Male,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,593,
Mongolia,2010,Total,Male,25 - 29,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,636,
Mongolia,2010,Total,Male,25 - 29,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,7998,
Mongolia,2010,Total,Male,25 - 29,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,76,
Mongolia,2010,Total,Male,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,77811,
Mongolia,2010,Total,Male,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,10624,
Mongolia,2010,Total,Male,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,57621,
Mongolia,2010,Total,Male,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1045,
Mongolia,2010,Total,Male,30 - 34,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,812,
Mongolia,2010,Total,Male,30 - 34,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,7534,
Mongolia,2010,Total,Male,30 - 34,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,175,
Mongolia,2010,Total,Male,35 - 39,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,69240,
Mongolia,2010,Total,Male,35 - 39,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,5477,
Mongolia,2010,Total,Male,35 - 39,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,53054,
Mongolia,2010,Total,Male,35 - 39,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1356,
Mongolia,2010,Total,Male,35 - 39,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,909,
Mongolia,2010,Total,Male,35 - 39,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,8122,
Mongolia,2010,Total,Male,35 - 39,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,322,
Mongolia,2010,Total,Male,40 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,59905,
Mongolia,2010,Total,Male,40 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,2857,
Mongolia,2010,Total,Male,40 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,46880,
Mongolia,2010,Total,Male,40 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1478,
Mongolia,2010,Total,Male,40 - 44,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,854,
Mongolia,2010,Total,Male,40 - 44,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,7257,
Mongolia,2010,Total,Male,40 - 44,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,579,
Mongolia,2010,Total,Male,45 - 49,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,50628,
Mongolia,2010,Total,Male,45 - 49,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,1751,
Mongolia,2010,Total,Male,45 - 49,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,41029,
Mongolia,2010,Total,Male,45 - 49,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1275,
Mongolia,2010,Total,Male,45 - 49,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,757,
Mongolia,2010,Total,Male,45 - 49,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,4922,
Mongolia,2010,Total,Male,45 - 49,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,894,
Mongolia,2010,Total,Male,50 - 54,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,34768,
Mongolia,2010,Total,Male,50 - 54,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,737,
Mongolia,2010,Total,Male,50 - 54,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,29229,
Mongolia,2010,Total,Male,50 - 54,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,715,
Mongolia,2010,Total,Male,50 - 54,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,467,
Mongolia,2010,Total,Male,50 - 54,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,2469,
Mongolia,2010,Total,Male,50 - 54,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,1151,
Mongolia,2010,Total,Male,55 - 59,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,16852,
Mongolia,2010,Total,Male,55 - 59,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,312,
Mongolia,2010,Total,Male,55 - 59,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,14301,
Mongolia,2010,Total,Male,55 - 59,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,310,
Mongolia,2010,Total,Male,55 - 59,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,182,
Mongolia,2010,Total,Male,55 - 59,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,980,
Mongolia,2010,Total,Male,55 - 59,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,767,
Mongolia,2010,Total,Male,60 - 64,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,4857,
Mongolia,2010,Total,Male,60 - 64,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,70,
Mongolia,2010,Total,Male,60 - 64,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,4081,
Mongolia,2010,Total,Male,60 - 64,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,49,
Mongolia,2010,Total,Male,60 - 64,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,44,
Mongolia,2010,Total,Male,60 - 64,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,276,
Mongolia,2010,Total,Male,60 - 64,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,337,
Mongolia,2010,Total,Male,65 - 69,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,2199,
Mongolia,2010,Total,Male,65 - 69,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,28,
Mongolia,2010,Total,Male,65 - 69,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,1839,
Mongolia,2010,Total,Male,65 - 69,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,17,
Mongolia,2010,Total,Male,65 - 69,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,8,
Mongolia,2010,Total,Male,65 - 69,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,95,
Mongolia,2010,Total,Male,65 - 69,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,212,
Mongolia,2010,Total,Male,70 - 74,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,974,
Mongolia,2010,Total,Male,70 - 74,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,16,
Mongolia,2010,Total,Male,70 - 74,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,782,
Mongolia,2010,Total,Male,70 - 74,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,8,
Mongolia,2010,Total,Male,70 - 74,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,5,
Mongolia,2010,Total,Male,70 - 74,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,40,
Mongolia,2010,Total,Male,70 - 74,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,123,
Mongolia,2010,Total,Male,75 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,428,
Mongolia,2010,Total,Male,75 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,5,
Mongolia,2010,Total,Male,75 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,315,
Mongolia,2010,Total,Male,75 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,0,
Mongolia,2010,Total,Male,75 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,6,
Mongolia,2010,Total,Male,75 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,14,
Mongolia,2010,Total,Male,75 +,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,88,
Mongolia,2010,Total,Female,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,6947,
Mongolia,2010,Total,Female,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,5898,
Mongolia,2010,Total,Female,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,593,
Mongolia,2010,Total,Female,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,2,
Mongolia,2010,Total,Female,15 - 19,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,7,
Mongolia,2010,Total,Female,15 - 19,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,444,
Mongolia,2010,Total,Female,15 - 19,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,3,
Mongolia,2010,Total,Female,15 +,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,416563,
Mongolia,2010,Total,Female,15 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,68702,
Mongolia,2010,Total,Female,15 +,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,270132,
Mongolia,2010,Total,Female,15 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,12003,
Mongolia,2010,Total,Female,15 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,7453,
Mongolia,2010,Total,Female,15 +,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,39005,
Mongolia,2010,Total,Female,15 +,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,19268,
Mongolia,2010,Total,Female,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,50163,
Mongolia,2010,Total,Female,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,26095,
Mongolia,2010,Total,Female,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,19354,
Mongolia,2010,Total,Female,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,220,
Mongolia,2010,Total,Female,20 - 24,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,327,
Mongolia,2010,Total,Female,20 - 24,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,4083,
Mongolia,2010,Total,Female,20 - 24,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,84,
Mongolia,2010,Total,Female,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,69454,
Mongolia,2010,Total,Female,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,16729,
Mongolia,2010,Total,Female,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,44424,
Mongolia,2010,Total,Female,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,975,
Mongolia,2010,Total,Female,25 - 29,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,914,
Mongolia,2010,Total,Female,25 - 29,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,6072,
Mongolia,2010,Total,Female,25 - 29,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,340,
Mongolia,2010,Total,Female,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,67290,
Mongolia,2010,Total,Female,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,8139,
Mongolia,2010,Total,Female,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,48350,
Mongolia,2010,Total,Female,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1705,
Mongolia,2010,Total,Female,30 - 34,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1306,
Mongolia,2010,Total,Female,30 - 34,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,6948,
Mongolia,2010,Total,Female,30 - 34,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,842,
Mongolia,2010,Total,Female,35 - 39,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,65872,
Mongolia,2010,Total,Female,35 - 39,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,4857,
Mongolia,2010,Total,Female,35 - 39,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,47555,
Mongolia,2010,Total,Female,35 - 39,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,2358,
Mongolia,2010,Total,Female,35 - 39,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1465,
Mongolia,2010,Total,Female,35 - 39,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,7813,
Mongolia,2010,Total,Female,35 - 39,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,1824,
Mongolia,2010,Total,Female,40 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,60886,
Mongolia,2010,Total,Female,40 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,3041,
Mongolia,2010,Total,Female,40 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,43416,
Mongolia,2010,Total,Female,40 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,2767,
Mongolia,2010,Total,Female,40 - 44,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1497,
Mongolia,2010,Total,Female,40 - 44,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,6748,
Mongolia,2010,Total,Female,40 - 44,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,3417,
Mongolia,2010,Total,Female,45 - 49,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,52076,
Mongolia,2010,Total,Female,45 - 49,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,2244,
Mongolia,2010,Total,Female,45 - 49,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,36854,
Mongolia,2010,Total,Female,45 - 49,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,2345,
Mongolia,2010,Total,Female,45 - 49,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1157,
Mongolia,2010,Total,Female,45 - 49,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,4364,
Mongolia,2010,Total,Female,45 - 49,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,5112,
Mongolia,2010,Total,Female,50 - 54,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,31649,
Mongolia,2010,Total,Female,50 - 54,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,1238,
Mongolia,2010,Total,Female,50 - 54,Married,Census - de jure - complete tabulation,"Final figure, complete",2012,21933,
Mongolia,2010,Total,Female,50 - 54,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,1286,
Mongolia,2010,Total,Female,50 - 54,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2012,613,
Mongolia,2010,Total,Female,50 - 54,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",2012,1972,
Mongolia,2010,Total,Female,50 - 54,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,4607,
Mongolia,2010,Total,Female,55 - 59,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,8122,
Mongolia,2010,Total,Female,55 - 59,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2012,304,
